sku_id,cate,brand,type_1,type_2,type_3,type_4,type_5,type_6,type_all
112124,9,693,1846,86,38,7,10,2806,4793
18356,10,752,0,0,0,0,11,3977,3988
128903,4,174,693,17,8,1,0,1219,1938
140904,4,691,74,1,2,0,0,141,218
29426,4,519,294,8,6,0,0,459,767
56211,4,800,1470,45,24,6,10,2350,3905
45311,6,235,447,18,8,0,3,691,1167
139941,7,263,185,6,1,0,2,270,464
160673,7,489,606,12,6,0,1,904,1529
105630,5,371,1255,37,20,2,14,2038,3366
87655,8,30,1716,0,0,0,6,2878,4600
42716,11,214,1482,59,0,0,0,1612,3153
26820,11,214,1420,44,0,1,0,1568,3033
46161,9,107,359,14,8,0,1,550,932
111277,4,800,5017,121,60,13,25,8835,14071
97420,4,800,616,27,17,2,4,975,1641
149600,7,489,81,1,2,0,1,128,213
160202,4,159,17,0,0,0,0,24,41
11223,4,519,111,1,1,0,0,162,275
52961,6,453,77,1,1,0,0,129,208
68124,6,489,2728,49,24,0,15,4374,7190
50229,6,453,148,2,0,1,2,188,341
131,6,453,38,0,0,0,0,47,85
9274,10,519,73,0,0,0,0,111,184
33948,5,821,54,1,2,0,1,72,130
131574,7,175,423,13,9,2,1,612,1060
105911,6,453,22,0,0,0,0,27,49
131360,7,587,45,0,0,0,0,67,112
115237,8,489,229,4,1,0,1,366,601
49338,6,453,75,1,0,0,0,113,189
9767,7,175,101,9,3,1,0,249,363
6997,7,175,210,5,2,0,0,404,621
48462,4,678,1037,33,18,2,7,1715,2812
80584,4,174,1257,38,23,2,9,1925,3254
63981,9,630,227,3,2,0,1,365,598
35316,9,306,978,0,0,0,8,2455,3441
161064,6,453,14,0,0,0,0,24,38
86589,9,306,609,1,1,0,5,1653,2269
35135,4,885,104,0,0,0,0,150,254
136697,6,489,142,2,2,0,2,207,355
8494,9,640,830,18,5,1,7,1074,1935
55792,6,269,5171,188,73,13,37,8010,13492
35525,8,306,452,8,3,0,3,661,1127
121524,5,489,1719,62,39,12,8,2693,4533
169766,6,453,87,4,1,0,1,142,235
116328,8,174,205,2,1,1,1,340,550
127103,8,623,349,4,3,0,1,475,832
74552,6,235,192,1,2,0,0,388,583
85387,4,174,321,5,2,0,1,534,863
126404,9,640,668,14,14,0,7,898,1601
2502,10,256,132,2,2,0,2,177,315
139834,5,78,145,5,2,0,0,219,371
9507,6,489,3503,61,33,3,19,4919,8538
131617,5,78,76,3,3,0,0,107,189
128228,11,214,204,1,0,0,0,242,447
16222,7,885,2989,43,25,4,10,4819,7890
19380,5,78,575,10,4,0,2,823,1414
165157,8,124,1287,35,10,1,9,1854,3196
75733,9,640,757,26,11,1,1,1041,1837
98836,9,640,1365,24,20,2,11,1840,3262
134406,5,78,204,4,3,0,1,317,529
88814,8,214,1116,22,9,0,6,1930,3083
102090,8,214,4363,80,36,2,28,7079,11588
5080,8,214,149,3,2,0,1,273,428
103350,9,640,5687,150,95,9,35,8135,14111
163735,4,159,127,0,0,0,1,196,324
115143,8,489,147,1,1,0,0,265,414
144217,8,214,1745,52,19,1,14,3117,4948
58124,7,144,160,6,3,2,0,326,497
120172,8,30,599,21,7,0,5,1298,1930
80079,6,78,449,5,2,0,1,668,1125
38245,7,556,307,8,1,0,2,413,731
139255,6,453,31,0,0,0,0,41,72
121537,4,453,674,9,3,0,0,1151,1837
66595,4,519,517,18,5,0,1,888,1429
12279,9,306,7426,9,0,0,53,11895,19383
53072,7,100,29,6,0,0,0,49,84
150241,7,861,318,1,0,0,1,443,763
128138,5,479,166,0,0,0,0,248,414
127854,6,124,1205,44,18,0,9,1778,3054
71790,4,453,1540,36,12,0,8,2461,4057
6139,7,660,41,1,0,0,0,60,102
76119,6,135,654,13,7,0,6,1031,1711
17130,7,144,8,0,0,0,0,8,16
54366,5,489,672,18,5,1,6,1133,1835
92353,5,293,317,7,5,3,2,466,800
21570,5,489,43,0,0,0,0,64,107
55892,4,800,173,3,2,0,2,258,438
165387,9,630,2478,55,31,5,19,3194,5782
130449,10,820,52,0,0,0,0,82,134
163809,9,640,2182,89,33,7,14,3126,5451
52571,4,200,378,7,4,0,2,587,978
81135,4,800,804,13,12,0,2,1200,2031
1049,7,861,257,6,5,0,2,407,677
160774,7,861,44,0,0,0,2,66,112
105996,8,800,308,12,4,0,1,747,1072
17666,8,306,575,17,16,0,2,791,1401
131914,8,812,291,13,4,0,0,483,791
91510,8,489,51,0,0,0,1,69,121
158384,6,269,922,15,11,0,6,1334,2288
36322,4,519,1660,25,6,0,11,2190,3892
37377,7,861,24,0,0,0,0,43,67
125496,6,269,370,13,10,0,2,544,939
90337,10,200,797,13,1,1,2,977,1791
99965,6,159,448,7,2,0,1,737,1195
65025,9,487,105,3,1,0,0,159,268
165428,9,487,25,0,1,0,0,42,68
12037,4,752,96,0,0,0,0,129,225
128993,5,655,272,3,2,0,3,398,678
70365,4,800,655,12,6,0,1,947,1621
164013,7,587,726,18,13,3,5,1317,2082
92060,7,861,78,5,4,0,2,131,220
166229,5,355,1030,21,14,2,4,1444,2515
116344,5,78,334,4,0,0,1,476,815
17745,7,484,7,0,0,3,0,6,16
99891,7,484,14,0,0,0,0,13,27
147045,9,306,99,0,0,0,0,251,350
16561,7,587,1424,21,12,2,9,2225,3693
155014,5,78,436,12,5,1,1,639,1094
158598,6,561,154,13,6,3,1,308,485
35630,5,570,131,4,0,0,0,174,309
34724,8,658,2330,95,41,6,12,3572,6056
78537,8,885,245,6,4,0,0,361,616
49193,8,562,217,2,0,0,1,356,576
131995,9,302,31,2,0,0,0,32,65
15404,7,535,1242,19,12,2,5,1716,2996
152856,4,885,529,0,1,0,0,860,1390
96061,9,640,175,1,0,0,0,232,408
101897,4,306,19,0,0,0,0,27,46
89862,8,214,164,6,2,0,2,210,384
159402,8,214,581,13,3,0,2,994,1593
85239,7,484,178,0,1,0,1,290,470
41899,6,269,241,0,0,0,0,428,669
70795,4,725,76,1,0,0,0,111,188
677,8,214,837,31,13,1,4,1382,2268
39589,8,214,250,0,0,0,1,339,590
23800,8,489,57,0,0,0,0,160,217
61627,4,725,32,0,0,0,0,64,96
111493,7,56,15,0,0,0,0,19,34
133873,5,78,5126,143,90,5,35,7742,13141
108267,5,78,853,4,10,0,8,1368,2243
131385,4,885,1050,37,29,0,6,1752,2874
56625,9,607,3421,97,35,21,27,5306,8907
70889,4,375,24,0,1,0,0,30,55
111153,8,124,1035,24,27,0,5,1553,2644
11876,6,159,2067,47,20,3,13,2763,4913
101239,9,842,606,0,0,0,5,1419,2030
83834,9,538,1185,29,18,7,6,1912,3157
112656,8,214,123,0,0,0,0,204,327
61479,9,314,593,12,5,0,2,945,1557
119831,5,124,4807,132,52,2,42,8537,13572
159820,4,675,47,0,0,0,0,88,135
159369,7,587,830,21,19,3,4,1387,2264
131493,8,214,160,4,1,0,2,273,440
150496,8,214,815,21,11,0,6,1500,2353
86965,4,658,111,0,0,0,1,351,463
166179,4,346,360,12,4,1,0,543,920
52516,6,800,979,44,23,3,6,1969,3024
157582,6,269,361,10,5,0,0,569,945
73382,5,479,41,0,0,0,0,49,90
140012,8,214,514,0,0,0,5,965,1484
51712,5,371,99,0,0,0,0,160,259
105166,8,214,3013,24,7,1,9,4589,7643
165842,7,79,69,2,1,0,0,96,168
136218,6,296,3586,110,47,9,12,5670,9434
65624,5,371,142,5,6,1,0,248,402
121033,8,214,5661,111,37,9,41,9552,15411
101779,8,124,931,20,12,0,9,1627,2599
11188,4,923,307,10,7,0,2,600,926
13349,8,214,730,22,11,1,4,1456,2224
58420,9,538,16,0,0,0,0,27,43
24169,5,479,1598,28,20,1,4,2419,4070
106843,7,216,2882,69,29,7,13,5581,8581
130278,8,124,3174,69,35,2,13,5747,9040
124180,8,885,1653,38,17,3,14,2386,4111
153970,4,375,160,3,1,0,0,278,442
16367,8,800,23,0,0,0,0,34,57
24007,4,658,190,7,4,0,0,359,560
154746,4,200,157,2,2,0,0,306,467
56923,9,640,577,0,0,0,1,766,1344
125089,7,587,1237,42,18,4,4,1791,3096
41346,7,713,41,0,0,0,0,72,113
165249,8,214,1723,39,14,1,17,2971,4765
5875,4,200,121,5,2,0,0,173,301
21397,7,216,945,19,12,0,5,2131,3112
120140,7,587,1777,24,17,3,10,3190,5021
148197,8,214,641,21,4,0,6,1187,1859
131655,8,214,1891,38,15,1,13,3278,5236
83320,9,640,1642,62,32,8,7,2369,4120
64185,8,124,607,17,6,0,8,982,1620
16322,10,66,86,0,0,0,0,149,235
19661,11,677,55,0,0,0,0,42,97
94499,5,893,919,30,19,3,1,1561,2533
52560,4,519,318,5,4,0,1,409,737
133678,10,66,32,0,0,0,0,113,145
87034,9,489,720,17,11,1,2,1036,1787
28302,9,842,894,0,0,0,5,2250,3149
51999,7,535,64,1,1,0,0,97,163
75520,9,842,824,0,0,0,3,1771,2598
154012,8,403,1382,51,18,2,7,2081,3541
50935,5,800,1064,61,24,3,11,2026,3189
139565,8,214,1377,20,16,0,10,2762,4185
21389,7,157,423,6,2,0,1,686,1118
102328,8,403,98,1,1,0,0,145,245
96948,7,535,21,0,0,0,0,39,60
79298,8,403,12,0,0,0,0,14,26
142422,4,453,358,7,2,0,1,489,857
102232,9,640,500,21,8,1,3,881,1414
96844,8,124,698,21,7,0,4,1083,1813
74503,8,214,12,0,0,0,0,14,26
46911,8,214,623,8,3,0,1,996,1631
4919,8,214,3202,29,14,0,12,4936,8193
93384,7,216,296,8,5,2,0,479,790
89252,4,200,825,13,8,0,8,1390,2244
2538,5,800,781,42,20,2,4,1445,2294
123425,8,214,74,1,3,0,0,134,212
114279,7,535,31,0,0,0,0,37,68
25218,9,489,2464,90,38,6,13,3708,6319
156431,8,800,72,1,2,0,0,106,181
138106,8,800,170,5,2,1,1,283,462
60084,5,489,175,3,4,0,1,283,466
164169,7,460,6,0,0,0,0,12,18
82799,9,117,113,7,3,1,0,176,300
108058,7,587,1083,24,15,2,12,1839,2975
105555,4,885,1230,25,13,1,3,1974,3246
23530,6,124,134,0,0,0,2,213,349
19001,9,489,6,0,0,0,0,5,11
70123,9,538,595,25,19,3,2,897,1541
112191,9,607,222,3,4,0,2,398,629
170993,9,741,563,38,19,7,4,833,1464
6777,9,607,422,13,7,0,4,572,1018
14964,9,538,305,8,5,0,2,445,765
60216,9,379,61,1,1,0,0,86,149
95964,9,489,51,1,0,0,0,87,139
121493,9,379,73,1,2,0,0,87,163
164235,9,640,912,27,17,0,8,1293,2257
126221,9,489,334,6,4,0,3,525,872
53804,11,403,102,3,0,0,0,110,215
160752,8,427,1839,55,22,2,11,2761,4690
151335,4,800,633,13,5,1,4,895,1551
20570,4,36,843,29,13,1,4,1338,2228
162350,4,36,125,4,2,0,0,177,308
16048,8,375,248,10,6,0,1,374,639
55562,8,214,1669,31,12,4,6,2619,4341
24681,4,453,478,12,9,0,1,758,1258
129420,7,587,1026,25,19,1,5,1710,2786
65187,6,261,869,15,9,1,5,1539,2438
170263,4,453,1168,8,3,0,1,1839,3019
171001,4,800,560,14,9,1,4,866,1454
56040,4,453,14,0,0,0,0,10,24
29891,8,885,154,7,3,1,0,249,414
38019,7,427,3430,103,38,27,7,5600,9205
69816,4,200,61,1,0,0,1,95,158
14409,10,653,96,3,1,0,1,123,224
66331,8,427,1723,49,26,1,22,2714,4535
124068,5,693,1210,54,37,0,8,1973,3282
138403,10,653,66,0,0,0,0,93,159
24209,6,489,1795,69,15,3,19,3057,4958
51829,11,214,6,0,0,0,0,6,12
26550,4,453,62,0,0,0,0,95,157
95870,7,521,1147,42,14,9,8,1655,2875
101857,4,174,114,5,3,0,0,173,295
153234,8,885,948,26,11,2,4,1539,2530
10960,9,306,1324,0,0,0,14,2988,4326
138954,8,623,1,0,0,0,0,1,2
167453,6,306,364,2,3,0,4,562,935
105761,8,306,1072,25,10,1,6,1810,2924
144444,4,200,31,1,0,0,0,43,75
60122,5,821,102,0,0,0,0,137,239
52196,4,923,69,2,2,0,0,118,191
112752,4,658,355,3,1,1,4,800,1164
134452,6,117,702,25,14,5,6,1084,1836
150332,8,214,1331,56,24,0,14,2295,3720
121741,8,214,330,0,0,0,1,511,842
102639,9,100,320,5,2,2,3,556,888
58014,4,923,67,5,3,0,0,99,174
49409,4,519,332,0,0,0,2,447,781
14491,8,812,128,3,2,1,0,288,422
7397,8,427,417,15,7,0,4,809,1252
131704,10,550,194,3,2,0,0,298,497
140610,8,214,93,2,2,0,1,131,229
68440,5,800,522,23,12,1,8,1225,1791
154748,5,58,1433,64,34,13,8,2185,3737
29748,6,78,609,6,1,1,4,858,1479
5007,6,375,6373,157,70,8,33,9876,16517
111001,7,587,46,3,0,0,0,62,111
32657,7,587,393,8,2,0,2,537,942
153430,9,538,2324,54,26,2,10,3479,5895
128090,4,159,149,0,0,0,1,255,405
117481,8,214,237,0,0,0,0,329,566
109236,9,538,14,0,0,0,0,24,38
1456,6,306,441,3,3,0,1,757,1205
16712,7,521,53,4,0,0,0,75,132
1676,8,623,548,24,9,0,4,867,1452
163487,9,538,137,5,0,0,0,231,373
40042,9,538,31,1,0,0,0,49,81
87186,4,200,782,21,6,1,1,1176,1987
26955,6,306,295,1,1,0,1,454,752
169073,4,658,585,17,8,1,4,1027,1642
46532,4,36,50,0,0,0,0,95,145
150596,7,157,1236,29,19,3,10,2273,3570
168576,4,159,362,7,3,0,1,614,987
61710,7,460,1,0,0,0,0,4,5
162037,4,800,1173,25,16,1,7,1758,2980
47929,10,474,908,22,9,1,8,1534,2482
135569,4,200,214,4,3,0,1,399,621
78607,4,306,869,24,11,1,4,1385,2294
127202,10,474,309,8,4,0,1,625,947
147335,8,489,148,0,0,0,0,187,335
95751,7,741,8,0,0,0,0,6,14
122740,10,722,97,1,1,0,1,150,250
105439,4,174,127,0,0,0,0,170,297
16199,4,174,88,0,0,0,0,161,249
131528,7,741,106,0,1,0,2,185,294
90727,4,200,45,0,0,0,0,67,112
21320,5,200,17,0,0,0,0,25,42
168152,10,831,1132,17,6,1,4,1887,3047
114741,9,100,2970,178,74,26,8,4597,7853
38681,10,917,509,13,6,0,1,828,1357
79146,5,200,521,8,7,0,4,840,1380
152366,5,78,400,7,6,0,2,576,991
68335,6,165,539,12,9,1,1,931,1493
106675,5,821,28,0,0,0,0,46,74
77018,7,492,38,0,1,0,0,62,101
79888,5,306,1799,28,34,2,13,2723,4599
50142,6,489,1891,56,32,8,6,2622,4615
31730,9,374,668,22,13,2,6,1053,1764
81279,9,630,60,2,0,0,0,63,125
78752,7,521,89,0,0,0,0,107,196
32205,5,783,190,7,3,0,1,316,517
41064,10,653,23,1,0,0,1,31,56
122499,5,371,134,2,0,1,0,171,308
141824,7,489,765,16,13,3,5,1331,2133
28025,11,658,67,1,0,0,0,70,138
142117,8,214,18,0,0,0,0,31,49
132102,7,306,20,0,0,0,0,25,45
26540,4,800,356,13,8,0,2,558,937
140541,9,462,259,10,3,2,1,442,717
41345,9,325,280,8,2,1,0,391,682
134150,7,693,379,12,7,1,1,933,1333
79940,10,653,433,3,1,0,1,657,1095
22360,5,371,2116,76,40,6,11,3296,5545
1248,4,800,237,9,3,0,2,380,631
90637,7,194,14,0,0,0,0,23,37
27311,8,214,386,4,1,0,1,583,975
77447,8,244,547,14,8,0,3,1063,1635
137929,4,159,2119,38,13,1,9,3477,5657
166551,5,427,326,10,4,2,1,537,880
108459,9,842,86,2,2,0,0,118,208
71525,5,355,1418,23,10,2,3,2003,3459
9745,8,214,547,5,1,0,6,845,1404
59281,7,194,24,1,0,0,0,56,81
165076,4,159,1340,25,12,1,8,2271,3657
6565,7,516,202,3,1,0,0,293,499
92131,8,214,499,1,1,0,0,762,1263
19936,4,174,145,0,0,0,1,215,361
91593,9,538,42,0,0,1,0,58,101
65040,9,741,2261,105,67,9,19,3488,5949
22318,4,36,869,28,28,1,1,1592,2519
57904,4,159,13,0,0,0,0,30,43
108034,8,623,459,7,1,1,1,575,1044
95496,8,214,216,1,1,0,1,322,541
93251,4,658,57,0,0,0,0,93,150
53047,9,489,302,9,3,2,4,550,870
93884,7,144,136,3,3,0,1,372,515
32323,5,371,139,6,5,0,0,223,373
44417,5,404,19,0,0,0,0,47,66
71657,8,214,574,10,6,0,4,911,1505
79589,4,375,10,0,0,0,0,11,21
33619,4,519,169,7,4,0,1,416,597
96067,5,371,20,0,0,0,0,19,39
129433,8,489,3509,59,21,3,12,4700,8304
122817,5,371,186,7,4,2,1,339,539
60980,9,630,3159,94,47,4,19,4528,7851
13339,7,521,59,1,1,0,1,76,138
92343,6,489,562,6,5,0,3,976,1552
135147,6,235,1409,82,52,9,7,2368,3927
140782,10,111,2,0,0,0,0,3,5
66870,7,489,91,4,2,0,0,137,234
107079,5,371,154,3,0,1,1,225,384
132625,10,66,1079,22,10,0,4,1689,2804
95927,8,214,386,0,0,0,0,600,986
138913,7,489,101,3,2,0,0,142,248
62064,9,30,190,4,4,0,0,248,446
92235,7,489,682,15,8,1,2,1109,1817
77375,5,118,90,2,1,1,0,145,239
122606,4,453,509,4,0,0,0,618,1131
132826,6,827,745,41,11,5,6,1219,2027
20847,8,489,477,3,2,0,4,1072,1558
107611,5,893,10,0,1,0,0,11,22
37235,11,30,44,2,0,0,0,49,95
154554,4,890,753,4,2,0,1,938,1698
90435,8,623,248,6,2,0,0,373,629
2143,5,570,2233,83,39,10,13,3396,5774
130158,6,235,331,12,5,0,1,565,914
42842,7,484,16,0,0,0,0,7,23
129287,8,623,297,3,1,0,2,370,673
4612,9,78,299,6,3,0,1,471,780
90042,7,484,554,8,6,0,4,890,1462
51817,4,200,153,2,2,0,1,199,357
160380,5,174,228,7,4,0,0,385,624
106874,7,741,337,1,0,0,0,455,793
124458,8,623,133,2,1,0,1,185,322
167208,4,519,321,5,3,0,1,462,792
158706,5,408,343,8,4,1,2,527,885
121274,5,800,738,49,22,3,10,1509,2331
47076,6,489,664,10,4,0,5,1281,1964
144812,7,645,66,1,3,0,0,76,146
91846,5,355,592,16,7,1,1,864,1481
121980,9,813,274,2,1,0,0,675,952
141589,4,658,782,24,13,0,10,1608,2437
147542,4,800,211,1,1,0,0,323,536
88608,7,648,244,11,13,1,1,303,573
8691,5,218,356,4,2,0,1,543,906
26580,8,214,808,3,1,0,1,1218,2031
52012,9,302,203,1,0,1,0,309,514
157426,8,812,1437,44,22,0,7,2153,3663
15806,8,214,989,2,8,0,6,1651,2656
124804,7,527,470,24,16,1,0,629,1140
61070,8,885,565,19,14,0,4,882,1484
76180,5,218,171,2,1,0,0,230,404
9364,8,214,339,1,1,0,0,498,839
127897,8,174,711,9,1,1,2,1004,1728
1360,8,214,158,0,0,0,0,247,405
91763,5,447,399,5,2,0,0,574,980
80130,7,741,2336,74,25,26,6,3850,6317
43421,8,800,191,6,2,0,1,263,463
43622,8,214,83,3,3,0,0,139,228
53232,8,214,94,1,1,0,1,163,260
97767,8,214,84,0,0,0,0,125,209
132573,8,489,463,6,1,1,3,798,1272
47028,10,36,73,0,0,0,4,1604,1681
152215,4,159,230,1,1,0,0,369,601
159540,5,66,119,2,2,0,0,187,310
120587,7,157,4,0,0,0,0,5,9
137411,8,214,2479,0,0,0,13,3454,5946
60150,6,235,43,0,0,0,0,70,113
92394,8,306,4891,53,24,3,24,9257,14252
98078,6,78,171,3,4,0,1,228,407
75891,4,519,378,10,7,0,0,626,1021
136792,5,570,709,18,14,0,5,1055,1801
71786,4,159,116,4,1,0,0,213,334
163677,8,214,53,0,0,0,0,100,153
29641,4,159,882,7,3,0,9,1378,2279
46423,7,842,540,26,18,1,5,1057,1647
141257,8,812,748,20,4,0,4,1155,1931
11157,6,200,94,2,1,0,0,147,244
156072,9,741,1535,118,59,13,6,2440,4171
69504,9,640,976,31,15,2,2,1504,2530
152028,6,427,883,24,19,3,5,1359,2293
128404,9,741,464,33,17,0,4,719,1237
125522,8,812,688,16,14,1,4,1158,1881
149116,9,306,991,78,41,4,3,1638,2755
169302,4,800,328,3,2,0,3,573,909
34018,8,812,484,10,6,0,6,792,1298
108382,7,570,1507,42,22,6,13,2440,4030
14311,7,521,102,2,2,0,1,164,271
93088,7,521,97,1,1,0,0,148,247
2010,6,404,644,0,0,0,4,985,1633
135486,6,200,34,0,0,0,0,59,93
15135,10,36,74,1,0,0,1,126,202
84075,4,800,1088,31,10,1,10,1732,2872
132921,4,519,644,14,12,1,3,952,1626
126509,8,489,557,21,4,2,3,876,1463
8792,4,800,192,4,4,0,1,359,560
37454,4,890,688,7,6,0,5,1048,1754
34304,8,489,89,1,0,0,0,151,241
147848,7,535,581,15,4,0,1,996,1597
66638,6,693,2798,90,53,17,12,4244,7214
67755,8,623,1801,47,13,4,14,2842,4721
63315,9,842,1434,46,24,0,8,3236,4748
44781,4,658,415,6,2,3,1,770,1197
10942,7,24,146,3,1,0,2,201,353
170782,7,535,115,1,2,0,3,254,375
56513,6,489,813,9,8,0,4,1240,2074
99930,10,36,73,2,0,0,2,105,182
132562,8,545,867,14,5,0,6,1453,2345
13538,8,214,243,0,0,0,0,361,604
77488,8,214,1493,10,10,0,8,2432,3953
54454,8,214,177,0,0,0,1,270,448
167719,8,214,709,2,2,0,0,850,1563
110494,10,63,87,1,0,0,3,170,261
106989,6,585,658,19,10,1,3,1157,1848
62903,8,214,503,5,5,0,1,719,1233
161866,8,214,299,0,0,0,0,415,714
106214,8,214,448,1,0,0,5,683,1137
33037,8,214,63,0,0,0,0,76,139
90231,7,527,23,0,0,0,0,21,44
51357,4,200,400,3,1,0,2,538,944
153653,8,214,417,0,0,0,1,589,1007
92660,8,214,96,0,0,0,0,116,212
48968,7,489,29,0,0,0,0,36,65
1426,8,214,313,4,2,0,2,436,757
141808,8,214,347,3,1,0,1,541,893
78545,7,489,242,2,0,1,0,362,607
29067,9,469,214,4,2,0,4,367,591
61619,9,489,626,29,11,1,3,1028,1698
91744,7,306,19,0,0,0,0,21,40
49916,4,174,44,8,3,0,1,60,116
81790,7,489,65,0,0,0,0,102,167
66222,10,917,22,0,0,0,1,59,82
112277,7,535,39,2,1,0,0,85,127
44283,5,489,365,0,0,0,0,491,856
107479,4,678,126,2,2,0,1,181,312
116502,5,58,926,31,24,3,2,1503,2489
2171,4,519,218,3,2,0,1,408,632
106414,5,118,280,11,7,3,1,449,751
61592,8,214,1244,15,7,0,11,2072,3349
150228,7,194,4,0,0,0,0,10,14
28448,7,542,18,0,0,0,0,21,39
132290,8,812,1432,42,17,4,10,2243,3748
40326,8,812,957,27,13,1,4,1435,2437
92850,11,545,416,13,0,0,0,457,886
114743,8,214,85,1,0,0,0,86,172
110467,4,174,375,20,8,0,4,732,1139
85601,7,527,452,17,13,3,0,513,998
138397,10,653,99,1,2,0,0,151,253
44198,7,489,295,8,3,0,2,506,814
54505,4,174,20,0,0,0,0,34,54
105244,8,214,826,20,13,0,8,1424,2291
148659,4,519,162,1,1,0,0,270,434
103067,9,640,608,24,14,0,9,916,1571
107921,4,36,474,14,9,0,3,890,1390
92844,7,836,140,9,1,2,1,202,355
139174,9,640,585,17,9,3,10,854,1478
50633,6,117,235,2,3,0,3,393,636
81558,4,800,1685,42,17,2,11,2386,4143
12504,8,677,1725,65,32,4,11,2678,4515
112513,8,812,1184,33,12,3,13,1633,2878
138354,4,885,95,2,0,0,1,139,237
132818,8,800,92,2,0,0,0,149,243
100691,6,269,42,0,0,0,0,63,105
69798,4,427,19,1,2,0,0,45,67
61767,6,269,36,0,0,0,0,66,102
147733,4,36,145,2,1,0,1,254,403
147615,7,648,83,1,0,6,0,125,215
96207,7,648,68,1,0,6,0,91,166
152192,4,800,75,1,2,0,0,129,207
138318,9,693,432,6,8,0,5,679,1130
133371,8,214,406,0,2,0,1,929,1338
148385,7,226,300,1,0,1,1,427,730
11017,4,36,1273,45,41,2,5,2348,3714
140116,4,453,786,7,4,1,3,1111,1912
140216,4,519,41,0,0,0,0,82,123
170450,9,800,70,1,1,0,2,78,152
53144,4,890,890,18,13,2,1,1265,2189
22341,8,214,697,15,6,0,3,920,1641
87462,4,159,209,4,2,0,1,362,578
933,8,885,1672,49,20,0,16,2725,4482
50393,4,890,82,1,1,0,2,163,249
110133,5,71,493,11,7,0,1,801,1313
73842,8,800,1276,73,19,4,6,2124,3502
100809,7,484,109,2,1,0,1,169,282
102359,7,429,60,5,1,0,0,157,223
52831,5,655,693,23,12,1,2,1061,1792
114113,8,885,1329,19,7,0,3,2151,3509
30314,4,174,19,0,0,0,0,33,52
50089,4,174,68,0,0,0,0,91,159
30195,8,596,1291,35,19,0,15,2346,3706
121559,10,618,417,3,3,0,5,1631,2059
68924,9,640,340,12,9,1,4,526,892
168092,4,174,8,1,0,0,0,23,32
165516,8,623,1777,35,12,3,9,2569,4405
112804,7,648,306,7,2,1,1,502,819
53896,6,306,1249,11,5,0,12,1971,3248
69357,6,165,1400,65,24,13,10,2308,3820
129620,7,800,132,2,2,0,1,148,285
26857,7,800,72,2,1,0,0,128,203
137830,7,800,15,0,0,0,0,29,44
169733,5,159,280,10,3,0,1,446,740
92011,6,124,38,3,1,0,1,50,93
112787,6,124,448,17,10,0,3,712,1190
81256,5,78,2937,85,39,5,15,4210,7291
15150,6,124,492,9,4,0,6,711,1222
168433,5,209,232,7,4,0,0,326,569
156561,4,159,165,4,2,0,0,298,469
32998,8,214,118,0,0,0,0,140,258
155692,6,306,2378,81,46,7,15,3822,6349
126768,9,427,435,0,0,0,5,751,1191
62905,4,923,40,1,1,0,0,98,140
86478,4,752,355,1,0,0,1,503,860
44066,6,827,76,1,1,0,0,93,171
94672,7,489,320,11,5,1,3,522,862
107539,11,489,207,11,0,0,0,237,455
107641,8,306,80,0,0,0,0,123,203
167282,6,200,108,0,0,0,0,115,223
126419,6,200,60,3,0,0,0,69,132
157376,8,489,5,0,0,0,0,10,15
91946,9,117,49,0,0,0,0,87,136
133323,4,800,7,0,0,0,0,10,17
28859,9,380,2,0,0,0,0,6,8
33380,4,678,65,0,1,0,0,87,153
31039,9,640,71,2,2,0,1,83,159
117303,10,18,6,0,0,0,0,9,15
26918,10,917,2,0,0,0,0,3,5
134099,7,56,558,11,6,2,1,786,1364
16443,9,800,141,8,6,0,2,220,377
170885,4,375,29,0,0,0,0,42,71
160523,6,901,552,24,3,3,2,835,1419
122227,4,375,16,3,0,0,0,24,43
164746,6,827,91,2,1,1,0,174,269
150984,9,117,3,0,0,0,0,4,7
121179,4,375,45,0,0,0,1,69,115
121974,10,898,26,1,0,1,0,48,76
97702,4,519,504,8,1,1,2,790,1306
23063,9,640,1711,44,18,1,10,2275,4059
111433,8,214,22,0,0,0,0,35,57
169967,4,800,9,0,0,0,0,12,21
66361,9,640,912,40,11,1,4,1821,2789
37612,9,538,8,0,0,0,0,15,23
84936,4,800,786,41,27,0,5,1197,2056
138676,9,640,1931,52,40,3,17,2622,4665
154918,7,302,20,0,0,0,0,30,50
51340,9,78,167,0,0,0,0,247,414
29639,4,375,127,0,0,0,1,177,305
29903,7,800,635,15,9,2,3,970,1634
32516,4,159,71,0,0,0,0,112,183
146780,5,885,100,0,0,0,1,169,270
62621,9,145,41,5,2,0,0,127,175
161388,9,78,316,0,0,0,4,614,934
121204,9,78,2666,98,46,14,11,4032,6867
108901,10,752,16,0,0,0,0,27,43
21686,10,752,4,0,0,0,0,12,16
77367,4,596,431,1,1,0,1,704,1138
106564,7,429,3733,96,49,17,21,6018,9934
137099,4,596,25,0,0,0,0,34,59
10818,4,375,37,0,0,0,0,51,88
5561,10,66,14,0,0,0,0,30,44
146837,4,200,440,7,6,0,0,707,1160
91111,4,174,73,1,0,0,0,92,166
17298,9,489,275,10,4,1,4,522,816
42637,4,453,8,0,0,0,0,9,17
161068,10,66,3,0,0,0,0,1,4
46242,10,66,70,0,0,0,0,93,163
4763,6,200,139,1,0,0,1,180,321
61581,8,214,3015,44,18,4,25,4900,8006
47137,6,58,74,4,3,0,0,93,174
